student_id,subject,factor_1,factor_2,factor_3,gpa
S131,Geography,8.4;8.1,9.9,9.1,9.09
S132,Math,7.1;6.3,7.5,7.4,7.23
S132,Literature,5.8;8.3,5.7,8.1,7.11
S132,English,6.6;7.9,6.1,7.9,7.2
S132,Physics,7.5;8.3,6.1,6.2,6.66
S132,Chemistry,7.3;7.3,5.2,8.0,7.0
S132,Biology,7.6;6.1,5.9,7.3,6.77
S132,History,6.4;6.0,7.7,5.7,6.41
S132,Geography,7.2;5.7,6.0,6.3,6.26
S133,Math,6.1;6.5,6.2,6.3,6.27
S133,Literature,7.6;7.0,6.6,7.5,7.19
S133,English,8.2;7.2,8.0,8.3,8.04
S133,Physics,5.8;5.6,7.2,5.6,6.09
S133,Chemistry,5.9;6.0,7.1,6.8,6.64
S133,Biology,8.4;7.6,7.4,8.2,7.91
S133,History,7.3;7.0,6.8,8.0,7.41
S133,Geography,6.6;7.4,7.1,7.8,7.37
S134,Math,6.6;7.0,5.9,6.5,6.41
S134,Literature,8.0;7.4,5.1,5.6,6.06
S134,English,6.8;6.6,6.7,6.2,6.49
S134,Physics,6.6;7.4,7.4,6.1,6.73
S134,Chemistry,6.5;7.1,5.3,5.9,5.99
S134,Biology,5.6;7.5,7.8,7.1,7.14
S134,History,6.3;6.3,5.4,8.3,6.9
S134,Geography,7.4;6.6,7.1,7.3,7.16
S135,Math,8.5;6.5,5.8,7.5,7.01
S135,Literature,7.1;6.8,8.0,5.3,6.54
S135,English,7.3;6.9,5.8,6.6,6.51
S135,Physics,7.7;5.7,5.3,6.6,6.26
S135,Chemistry,6.8;7.2,6.6,5.4,6.2
S135,Biology,7.7;6.6,7.1,6.9,7.03
S135,History,6.2;6.4,7.4,5.3,6.19
S135,Geography,7.1;6.1,5.7,7.0,6.51
S136,Math,6.6;6.3,6.8,6.3,6.49
S136,Literature,7.0;6.5,7.2,6.0,6.56
S136,English,6.2;5.5,7.6,7.7,7.14
S136,Physics,8.1;7.6,5.6,6.5,6.63
S136,Chemistry,8.1;7.2,6.6,7.6,7.33
S136,Biology,7.9;8.2,6.8,8.3,7.8
S136,History,7.7;7.6,7.8,6.7,7.29
S136,Geography,7.6;7.7,8.0,5.5,6.83
S137,Math,8.2;6.6,5.0,7.9,6.93
S137,Literature,5.6;5.9,6.4,6.0,6.04
S137,English,7.9;6.3,5.7,6.2,6.31
S137,Physics,6.2;5.8,6.8,6.0,6.23
S137,Chemistry,7.4;7.1,7.3,7.2,7.24
S137,Biology,5.6;7.9,6.2,7.7,7.0
S137,History,7.1;7.8,7.3,8.0,7.64
S137,Geography,8.1;6.4,8.0,6.9,7.31
S138,Math,5.9;5.5,6.4,8.3,7.01
S138,Literature,5.8;6.4,7.8,6.0,6.54
S138,English,6.5;5.5,6.2,5.1,5.67
S138,Physics,6.2;6.0,6.4,6.5,6.36
S138,Chemistry,8.3;6.6,7.4,6.6,7.07
S138,Biology,6.7;7.7,8.0,6.2,7.0
S138,History,8.4;6.8,8.0,6.4,7.2
S138,Geography,8.1;5.9,6.7,6.9,6.87
S139,Math,8.9;8.1,8.6,9.1,8.79
S139,Literature,9.6;10.0,8.2,8.6,8.83
S139,English,9.1;8.9,9.7,8.7,9.07
S139,Physics,8.1;8.7,8.3,9.7,8.93
S139,Chemistry,9.2;8.3,8.6,10.0,9.24
S139,Biology,8.9;8.3,9.7,8.9,9.04
S139,History,9.5;8.5,8.5,9.7,9.16
S139,Geography,8.4;9.6,9.8,9.2,9.31
S140,Math,6.3;7.2,5.9,8.3,7.17
S140,Literature,5.9;8.0,5.2,6.6,6.3
S140,English,7.6;6.9,6.2,7.9,7.23
S140,Physics,6.3;7.3,5.9,6.1,6.24
S140,Chemistry,5.5;7.1,7.6,8.2,7.49
S140,Biology,7.0;7.5,6.2,7.6,7.1
S140,History,6.5;5.9,7.1,6.1,6.41
S140,Geography,6.8;8.1,6.7,8.3,7.6
S141,Math,7.4;7.5,6.2,6.5,6.69
S141,Literature,5.6;6.0,7.1,5.8,6.17
S141,English,6.4;5.5,7.5,7.8,7.19
S141,Physics,8.0;6.9,7.9,7.6,7.64
S141,Chemistry,5.7;6.1,6.6,6.4,6.31
S141,Biology,7.4;8.4,7.3,7.8,7.69
S141,History,6.8;6.9,5.8,6.0,6.19
S141,Geography,6.8;6.6,7.7,6.1,6.73
S142,Math,5.9;6.5,6.2,7.7,6.84
S142,Literature,6.1;7.8,7.1,6.7,6.89
S142,English,7.3;6.4,6.5,8.1,7.29
S142,Physics,6.3;7.6,6.7,8.0,7.33
S142,Chemistry,8.4;8.4,7.5,7.7,7.84
S142,Biology,5.9;6.0,6.6,6.9,6.54
S142,History,5.6;5.7,5.1,7.7,6.37
S142,Geography,7.3;6.3,7.5,6.2,6.74
S143,Math,8.1;8.3,6.3,5.0,6.29
S143,Literature,8.3;7.9,7.0,7.5,7.53
S143,English,7.8;6.5,7.0,5.8,6.53
S143,Physics,8.3;6.1,5.3,6.0,6.14
S143,Chemistry,7.7;5.8,5.0,5.6,5.76
S143,Biology,7.2;7.1,7.8,7.4,7.44
S143,History,7.4;6.3,5.6,7.1,6.6
S143,Geography,5.7;7.6,5.1,6.5,6.14
S144,Math,7.5;5.6,8.0,5.3,6.43
S144,Literature,5.8;7.8,5.5,7.5,6.73
S144,English,7.1;5.8,6.2,5.0,5.76
S144,Physics,8.3;6.9,7.5,6.1,6.93
S144,Chemistry,7.1;7.5,5.1,7.6,6.8
S144,Biology,5.9;7.6,6.4,7.4,6.93
S144,History,5.9;6.3,6.2,8.2,7.03
S144,Geography,8.0;5.8,5.1,6.7,6.3
S145,Math,7.5;7.6,5.8,6.9,6.77
S145,Literature,8.0;7.0,7.9,5.6,6.8
S145,English,6.9;8.2,5.1,6.5,6.4
S145,Physics,6.4;7.9,5.3,7.1,6.6
S145,Chemistry,5.5;6.1,7.1,8.3,7.24
S145,Biology,8.3;6.2,6.3,6.9,6.83
S145,History,5.6;6.5,6.7,7.0,6.64
S145,Geography,5.8;7.8,5.6,7.3,6.67
S146,Math,8.5;5.6,6.5,7.5,7.09
S146,Literature,7.5;8.2,6.0,6.9,6.91
S146,English,6.5;7.3,6.5,7.8,7.17
S146,Physics,8.3;7.6,5.8,7.8,7.27
S146,Chemistry,5.8;7.8,5.4,5.4,5.8
S146,Biology,7.6;6.2,5.9,7.2,6.74
S146,History,7.6;7.6,7.9,6.1,7.04
S146,Geography,8.2;5.7,6.6,7.7,7.17
S147,Math,5.9;8.1,7.0,6.2,6.66
S147,Literature,5.7;6.8,6.2,7.3,6.69
S147,English,5.8;7.3,6.4,5.4,6.01
S147,Physics,6.9;7.6,7.0,5.4,6.39
S147,Chemistry,5.9;7.8,6.4,7.2,6.87
S147,Biology,6.0;5.9,5.5,7.8,6.61
S147,History,7.6;7.1,7.7,6.7,7.17
S147,Geography,5.7;6.8,7.6,5.6,6.36
S148,Math,6.7;5.6,5.2,5.2,5.47
S148,Literature,7.8;7.5,7.5,7.7,7.63
S148,English,6.9;7.7,6.3,7.4,7.06
S148,Physics,6.6;8.4,5.7,5.3,6.04
S148,Chemistry,7.6;6.7,6.1,7.5,7.0
S148,Biology,7.2;5.6,7.0,5.9,6.36
S148,History,5.9;6.1,6.5,5.2,5.8
S148,Geography,6.1;7.5,7.7,5.4,6.46
S149,Math,5.8;7.8,5.4,7.9,6.87
S149,Literature,6.2;7.1,5.7,6.1,6.14
S149,English,8.4;5.8,7.1,5.7,6.5
S149,Physics,5.6;7.2,5.2,7.5,6.53
S149,Chemistry,5.6;6.9,5.6,7.1,6.43
S149,Biology,6.9;8.1,7.2,7.1,7.24
S149,History,6.6;6.8,7.7,7.2,7.2
S149,Geography,8.5;5.5,5.8,6.6,6.49
S150,Math,6.7;7.9,7.7,5.3,6.56
S150,Literature,5.5;7.2,5.8,7.1,6.51
S150,English,5.6;6.6,5.9,5.5,5.79
S150,Physics,6.4;6.4,6.8,5.0,5.91
S150,Chemistry,7.6;6.6,7.2,7.9,7.47
S150,Biology,7.4;8.0,7.0,7.1,7.24
S150,History,6.8;6.6,6.9,6.9,6.84
S150,Geography,8.2;5.7,5.1,8.0,6.87
S151,Math,9.0;9.9,9.5,8.9,9.23
S151,Literature,9.9;9.7,9.5,8.9,9.33
S151,English,8.3;9.0,8.9,9.7,9.17
S151,Physics,8.1;8.2,8.8,9.1,8.74
S151,Chemistry,8.4;8.4,10.0,9.1,9.16
S151,Biology,8.6;9.6,9.9,8.7,9.16
S151,History,9.8;9.9,8.7,8.5,8.94
S151,Geography,8.3;8.4,9.7,9.9,9.4
S152,Math,6.4;4.5,4.0,5.9,5.23
S152,Literature,5.2;5.0,4.2,4.2,4.46
S152,English,3.3;6.1,5.2,5.1,5.01
S152,Physics,3.3;4.1,5.4,3.6,4.14
S152,Chemistry,3.4;3.7,3.7,4.1,3.83
S152,Biology,5.4;3.3,4.7,3.5,4.09
S152,History,5.1;6.1,5.3,5.3,5.39
S152,Geography,6.3;5.4,5.8,5.5,5.69
S153,Math,7.8;6.1,7.7,6.6,7.01
S153,Literature,7.3;8.4,5.2,7.3,6.86
S153,English,6.9;6.7,7.8,8.3,7.73
S153,Physics,7.5;7.4,7.0,7.8,7.47
S153,Chemistry,7.5;5.6,8.0,6.9,7.11
S153,Biology,6.6;8.2,7.3,5.6,6.6
S153,History,7.7;6.8,8.0,8.0,7.79
S153,Geography,8.5;5.7,5.0,7.6,6.71
S154,Math,5.5;8.1,7.9,7.2,7.29
S154,Literature,6.5;7.1,6.9,8.4,7.51
S154,English,6.3;8.1,5.9,5.3,6.01
S154,Physics,7.7;5.6,7.8,7.8,7.47
S154,Chemistry,5.5;6.2,5.5,5.4,5.56
S154,Biology,7.2;7.6,7.1,7.3,7.27
S154,History,7.9;5.6,7.6,6.7,6.97
S154,Geography,6.9;8.2,5.6,5.1,5.94
S155,Math,7.7;7.9,5.9,7.4,7.09
S155,Literature,5.5;7.5,6.2,5.9,6.16
S155,English,7.1;5.8,6.4,7.9,7.06
S155,Physics,6.8;6.5,6.1,7.9,7.03
S155,Chemistry,7.8;8.3,5.3,7.9,7.2
S155,Biology,5.8;8.0,6.2,7.2,6.83
S155,History,5.6;7.0,7.4,5.0,6.06
S155,Geography,6.3;7.8,5.3,8.5,7.17
S156,Math,8.1;5.8,7.3,7.2,7.16
S156,Literature,8.4;7.5,5.2,6.0,6.33
S156,English,7.0;6.8,7.6,6.3,6.84
S156,Physics,8.4;7.8,7.3,5.1,6.59
S156,Chemistry,5.8;7.9,7.0,6.4,6.7
S156,Biology,5.6;6.3,6.9,8.0,7.1
S156,History,6.0;8.4,5.9,6.2,6.4
S156,Geography,8.0;7.5,6.8,6.9,7.11
S157,Math,6.0;6.8,6.2,7.8,6.94
S157,Literature,7.3;6.7,6.1,5.6,6.14
S157,English,6.1;6.3,5.1,7.8,6.57
S157,Physics,7.3;7.3,6.2,6.8,6.77
S157,Chemistry,6.5;6.5,6.6,6.7,6.61
S157,Biology,8.0;6.7,7.9,6.8,7.27
S157,History,6.0;8.2,5.8,6.7,6.56
S157,Geography,6.7;8.0,5.6,7.8,7.04
S158,Math,9.0;8.7,8.5,8.6,8.64
S158,Literature,9.9;8.1,9.6,9.6,9.43
S158,English,9.1;9.1,9.8,8.8,9.17
S158,Physics,8.9;8.8,9.6,9.8,9.47
S158,Chemistry,8.8;9.4,8.2,9.2,8.89
S158,Biology,9.0;9.8,8.4,9.3,9.07
S158,History,8.4;9.3,8.9,9.3,9.06
S158,Geography,9.3;8.1,9.5,8.9,9.01
S159,Math,6.0;7.2,7.4,5.2,6.23
S159,Literature,7.9;6.8,6.3,5.6,6.3
S159,English,7.8;7.1,5.8,8.3,7.34
S159,Physics,5.6;7.6,7.3,5.9,6.5
S159,Chemistry,5.7;8.1,5.2,7.7,6.76
S159,Biology,7.0;6.7,5.9,7.3,6.77
S159,History,7.3;7.6,5.7,7.3,6.89
S159,Geography,6.5;7.8,7.5,6.6,7.01
S160,Math,8.4;5.8,5.7,6.6,6.49
S160,Literature,7.0;6.8,6.3,6.4,6.51
S160,English,8.4;7.7,6.8,6.7,7.11
S160,Physics,6.4;6.9,6.7,5.2,6.04
S160,Chemistry,7.6;7.6,7.6,6.0,6.91
S160,Biology,6.6;8.3,5.6,6.0,6.3
S160,History,8.0;6.4,6.9,5.9,6.56
S160,Geography,5.8;6.6,7.5,7.2,7.0
S161,Math,9.4;9.8,8.6,8.6,8.89
S161,Literature,8.3;9.3,9.1,8.7,8.84
S161,English,9.5;10.0,8.4,9.9,9.43
S161,Physics,9.6;8.7,8.4,8.6,8.7
S161,Chemistry,8.4;9.1,9.4,9.5,9.26
S161,Biology,9.4;8.4,8.1,8.8,8.63
S161,History,9.2;9.4,9.7,9.7,9.59
S161,Geography,8.9;9.2,8.7,9.0,8.93
S162,Math,4.0;5.1,4.2,2.8,3.7
S162,Literature,6.1;6.4,3.7,3.6,4.39
S162,English,4.6;3.4,4.5,4.8,4.49
S162,Physics,5.4;3.5,5.9,4.1,4.71
S162,Chemistry,3.6;3.1,5.6,3.2,3.93
S162,Biology,5.1;3.7,4.7,4.0,4.31
S162,History,3.1;4.4,3.8,5.6,4.56
S162,Geography,3.5;6.1,5.3,2.9,4.13
S163,Math,3.1;6.1,4.3,4.6,4.51
S163,Literature,5.4;5.5,3.9,4.9,4.77
S163,English,6.1;3.2,4.8,4.4,4.59
S163,Physics,6.2;5.4,4.6,5.4,5.29
S163,Chemistry,5.9;5.2,4.2,5.9,5.31
S163,Biology,3.3;5.7,3.7,4.5,4.27
S163,History,4.7;3.2,4.0,3.3,3.69
S163,Geography,3.6;3.3,5.4,4.2,4.33
S164,Math,6.0;6.2,6.8,7.9,7.07
S164,Literature,8.3;6.4,6.8,7.6,7.3
S164,English,7.7;6.5,5.1,7.1,6.53
S164,Physics,6.4;5.6,7.1,6.0,6.31
S164,Chemistry,7.1;7.2,7.7,7.9,7.63
S164,Biology,6.6;8.1,5.8,5.3,6.03
S164,History,7.6;8.3,5.1,6.7,6.6
S164,Geography,8.0;6.1,7.1,7.7,7.34
S165,Math,8.2;8.4,6.4,6.2,6.86
S165,Literature,8.4;7.4,5.1,6.3,6.41
S165,English,7.5;5.6,6.6,7.5,6.97
S165,Physics,5.6;8.0,5.2,5.2,5.66
S165,Chemistry,6.7;6.2,8.0,8.4,7.73
S165,Biology,7.2;5.8,6.6,5.4,6.06
S165,History,6.4;8.3,5.9,6.1,6.4
S165,Geography,7.3;8.5,5.5,8.1,7.3
S166,Math,9.3;9.9,8.5,8.6,8.86
S166,Literature,8.3;9.0,8.7,8.6,8.64
S166,English,8.7;9.6,9.5,9.7,9.49
S166,Physics,9.7;9.9,8.9,9.1,9.24
S166,Chemistry,9.3;8.8,9.6,9.8,9.53
S166,Biology,8.3;8.7,9.9,9.0,9.11
S166,History,8.6;8.0,9.6,8.8,8.89
S166,Geography,8.2;9.5,9.2,9.7,9.31
S167,Math,4.6;4.5,5.0,3.0,4.01
S167,Literature,6.0;5.9,5.6,5.1,5.49
S167,English,4.2;4.3,4.3,5.0,4.59
S167,Physics,3.2;3.8,3.4,4.4,3.86
S167,Chemistry,3.2;5.1,5.0,4.4,4.5
S167,Biology,4.8;4.8,3.5,3.5,3.87
S167,History,3.4;6.2,5.6,2.7,4.13
S167,Geography,3.2;6.3,4.3,4.9,4.69
S168,Math,9.0;9.4,9.5,9.8,9.54
S168,Literature,8.2;9.4,9.7,9.4,9.31
S168,English,10.0;9.9,9.4,9.0,9.39
S168,Physics,9.0;9.3,8.1,9.4,8.96
S168,Chemistry,8.4;9.2,9.8,9.7,9.47
S168,Biology,8.4;9.0,9.4,9.1,9.07
S168,History,8.8;9.6,8.9,9.4,9.2
S168,Geography,9.6;8.3,8.9,8.5,8.74
S169,Math,7.2;7.4,5.6,6.7,6.56
S169,Literature,6.7;6.9,5.2,6.3,6.13
S169,English,6.3;6.6,5.3,6.6,6.19
S169,Physics,8.5;6.5,7.0,8.3,7.7
S169,Chemistry,7.0;7.0,5.9,5.3,5.96
S169,Biology,5.7;5.7,6.4,7.6,6.71
S169,History,7.2;5.7,6.2,7.2,6.7
S169,Geography,5.7;6.2,5.4,5.7,5.69
S170,Math,6.8;5.5,6.0,5.4,5.79
S170,Literature,6.4;5.5,5.3,5.3,5.49
S170,English,8.2;8.2,7.2,5.5,6.76
S170,Physics,6.2;6.0,6.0,6.5,6.24
S170,Chemistry,5.7;7.6,7.8,6.1,6.74
S170,Biology,6.9;7.4,7.7,7.9,7.63
S170,History,6.3;6.1,7.2,6.5,6.61
S170,Geography,6.3;5.8,5.0,5.2,5.39
S171,Math,7.0;6.3,6.3,6.6,6.53
S171,Literature,6.9;7.4,6.0,5.7,6.2
S171,English,7.1;7.4,5.5,6.6,6.47
S171,Physics,6.9;5.6,5.3,5.3,5.57
S171,Chemistry,6.1;6.3,5.1,5.2,5.46
S171,Biology,8.0;7.8,6.2,7.6,7.29
S171,History,7.4;6.9,6.8,5.2,6.21
S171,Geography,5.6;7.7,5.1,6.7,6.23
S172,Math,7.5;6.4,5.6,7.2,6.67
S172,Literature,8.1;6.9,7.8,7.7,7.67
S172,English,7.1;7.7,6.3,7.9,7.3
S172,Physics,7.4;6.2,6.6,7.9,7.21
S172,Chemistry,7.4;7.1,7.9,6.5,7.11
S172,Biology,5.9;5.9,6.6,5.9,6.1
S172,History,7.0;7.3,6.9,8.1,7.49
S172,Geography,6.5;8.2,6.4,5.3,6.2
S173,Math,9.5;9.3,9.8,9.8,9.69
S173,Literature,10.0;9.7,8.2,8.8,8.93
S173,English,9.0;8.7,8.5,9.4,8.99
S173,Physics,8.4;9.2,9.5,9.7,9.39
S173,Chemistry,9.2;9.6,8.9,9.4,9.26
S173,Biology,9.1;9.3,8.4,8.5,8.67
S173,History,8.9;9.5,8.5,8.8,8.83
S173,Geography,8.5;8.5,9.4,9.6,9.23
S174,Math,8.4;6.5,7.7,8.4,7.93
S174,Literature,6.1;5.8,6.1,8.4,7.04
S174,English,8.4;6.4,7.4,8.0,7.66
S174,Physics,6.6;6.1,6.1,7.3,6.69
S174,Chemistry,7.6;7.3,6.6,7.6,7.27
S174,Biology,6.0;7.2,8.0,8.2,7.69
S174,History,7.3;6.8,6.1,6.5,6.54
S174,Geography,6.6;7.0,5.1,5.9,5.93
S175,Math,5.9;8.2,6.4,5.2,6.07
S175,Literature,6.9;6.4,5.3,5.4,5.73
S175,English,7.4;6.9,6.8,8.0,7.41
S175,Physics,5.9;6.3,6.8,7.8,7.03
S175,Chemistry,6.4;8.2,5.7,6.4,6.46
S175,Biology,6.6;8.3,6.7,7.6,7.3
S175,History,7.2;8.5,5.7,5.9,6.4
S175,Geography,6.5;6.7,6.2,7.2,6.74
S176,Math,9.0;8.5,9.6,9.9,9.49
S176,Literature,9.5;8.3,9.1,9.6,9.26
S176,English,9.4;8.3,8.2,9.4,8.9
S176,Physics,8.7;9.7,10.0,9.3,9.47
S176,Chemistry,9.4;10.0,9.9,10.0,9.89
S176,Biology,9.6;8.4,9.0,9.0,9.0
S176,History,8.5;8.1,8.4,8.9,8.59
S176,Geography,9.8;9.8,8.1,8.9,8.93
S177,Math,5.9;8.3,6.7,6.7,6.81
S177,Literature,8.3;5.9,5.5,5.5,5.96
S177,English,7.5;7.8,7.0,5.8,6.67
S177,Physics,5.5;6.2,5.7,6.6,6.13
S177,Chemistry,8.0;6.6,6.0,5.0,5.94
S177,Biology,5.6;6.4,7.5,7.2,6.94
S177,History,7.2;7.1,8.0,7.3,7.46
S177,Geography,7.2;7.3,6.3,5.9,6.4
S178,Math,7.4;7.4,7.6,5.6,6.69
S178,Literature,7.9;5.8,6.1,6.6,6.53
S178,English,8.2;6.0,6.8,6.6,6.8
S178,Physics,7.8;7.4,5.5,6.1,6.36
S178,Chemistry,6.4;7.3,6.9,7.9,7.31
S178,Biology,6.1;6.6,5.8,8.3,7.03
S178,History,6.4;7.5,7.9,5.1,6.43
S178,Geography,7.1;7.7,7.3,5.6,6.6
S179,Math,8.3;7.7,5.8,6.9,6.9
S179,Literature,7.5;7.6,6.0,7.4,7.04
S179,English,5.7;8.1,7.2,8.3,7.59
S179,Physics,6.2;7.3,6.9,6.2,6.56
S179,Chemistry,6.4;7.5,6.2,5.1,5.94
S179,Biology,5.9;6.6,5.2,8.3,6.83
S179,History,8.4;7.1,5.5,7.6,7.04
S179,Geography,6.7;6.7,6.8,6.2,6.51
S180,Math,4.0;5.5,4.4,5.0,4.76
S180,Literature,5.8;5.8,4.5,5.7,5.39
S180,English,6.2;5.1,5.8,5.7,5.71
S180,Physics,6.1;4.0,5.8,4.0,4.81
S180,Chemistry,5.8;3.9,4.7,3.3,4.14
S180,Biology,4.8;4.5,4.9,5.6,5.13
S180,History,3.9;6.5,3.6,2.7,3.67
S180,Geography,5.8;4.3,4.4,5.5,5.06
S181,Math,9.4;8.1,9.4,9.6,9.3
S181,Literature,9.4;9.4,9.7,8.7,9.19
S181,English,9.3;8.5,9.2,8.5,8.81
S181,Physics,8.2;8.5,8.3,9.7,8.91
S181,Chemistry,9.3;9.0,9.4,9.3,9.29
S181,Biology,8.5;9.7,8.2,9.8,9.14
S181,History,9.1;9.4,8.8,9.8,9.36
S181,Geography,8.9;8.4,9.9,9.1,9.2
S182,Math,7.0;6.1,5.6,6.9,6.43
S182,Literature,7.2;6.5,6.2,5.3,6.0
S182,English,6.3;6.6,5.3,8.0,6.79
S182,Physics,5.5;7.3,5.4,8.4,6.97
S182,Chemistry,7.0;6.8,7.6,5.4,6.46
S182,Biology,6.1;7.7,7.2,7.3,7.16
S182,History,5.6;7.3,5.3,5.7,5.8
S182,Geography,7.0;8.4,7.9,6.8,7.37
S183,Math,8.9;8.7,8.9,8.7,8.79
S183,Literature,9.5;8.4,9.3,9.4,9.24
S183,English,8.5;8.4,8.1,8.7,8.46
S183,Physics,9.7;8.4,8.2,10.0,9.21
S183,Chemistry,9.4;8.2,8.2,9.1,8.76
S183,Biology,9.7;9.0,8.4,9.5,9.14
S183,History,9.6;9.9,8.5,9.1,9.11
S183,Geography,8.2;8.9,8.2,9.8,8.99
S184,Math,3.5;4.2,5.8,2.7,3.91
S184,Literature,4.1;6.4,3.2,3.2,3.79
S184,English,4.1;6.0,5.3,3.6,4.5
S184,Physics,4.5;4.9,3.1,4.9,4.33
S184,Chemistry,4.8;5.0,4.8,3.8,4.4
S184,Biology,3.8;4.5,4.5,4.9,4.57
S184,History,4.0;4.4,3.4,3.7,3.76
S184,Geography,5.8;3.3,5.0,2.8,3.93
S185,Math,5.8;4.3,4.7,3.2,4.16
S185,Literature,3.1;3.9,4.8,4.2,4.17
S185,English,5.0;3.3,5.2,3.6,4.21
S185,Physics,3.4;4.8,4.9,5.5,4.93
S185,Chemistry,6.1;6.5,3.4,3.1,4.1
S185,Biology,4.5;3.5,4.7,2.6,3.6
S185,History,5.9;4.3,4.9,5.4,5.17
S185,Geography,4.4;6.4,3.7,3.4,4.06
S186,Math,6.1;6.6,6.4,6.2,6.3
S186,Literature,7.5;5.9,5.2,6.5,6.19
S186,English,8.2;5.6,6.1,6.6,6.54
S186,Physics,8.0;7.0,6.1,5.7,6.33
S186,Chemistry,5.9;6.6,7.1,8.3,7.37
S186,Biology,5.9;5.7,5.7,6.3,5.99
S186,History,6.2;6.3,5.5,6.5,6.14
S186,Geography,7.5;6.0,7.1,8.2,7.47
S187,Math,7.2;8.0,6.7,5.4,6.4
S187,Literature,7.8;8.4,5.4,8.3,7.41
S187,English,5.8;7.7,7.2,5.6,6.39
S187,Physics,8.1;7.3,6.4,5.3,6.3
S187,Chemistry,6.7;6.9,7.6,8.0,7.54
S187,Biology,7.5;5.8,6.7,7.9,7.2
S187,History,6.0;6.3,6.0,8.4,7.07
S187,Geography,6.4;6.4,7.2,5.8,6.37
S188,Math,8.3;8.4,6.7,6.6,7.13
S188,Literature,7.6;5.5,6.5,5.9,6.26
S188,English,8.1;7.7,6.4,5.5,6.44
S188,Physics,8.1;7.1,6.8,5.9,6.64
S188,Chemistry,5.6;6.6,5.5,8.3,6.87
S188,Biology,6.8;6.5,7.1,5.9,6.46
S188,History,6.8;8.0,7.5,6.7,7.13
S188,Geography,5.7;7.2,7.8,7.4,7.24
S189,Math,3.5;5.1,3.8,5.5,4.67
S189,Literature,5.8;5.7,4.3,5.0,5.01
S189,English,5.3;3.5,4.2,4.6,4.43
S189,Physics,6.4;3.6,5.0,4.7,4.87
S189,Chemistry,5.0;3.8,5.7,4.7,4.9
S189,Biology,4.7;6.2,5.4,5.4,5.41
S189,History,5.5;5.2,6.0,5.8,5.73
S189,Geography,3.3;5.3,3.6,3.8,3.89
S190,Math,7.7;5.6,7.9,7.8,7.5
S190,Literature,6.8;7.8,7.3,7.3,7.3
S190,English,5.6;6.9,7.0,8.5,7.43
S190,Physics,7.4;6.0,7.6,5.8,6.57
S190,Chemistry,5.8;6.2,5.4,8.3,6.81
S190,Biology,6.0;7.2,6.2,5.2,5.89
S190,History,7.4;8.3,6.4,7.4,7.24
S190,Geography,8.4;7.6,5.8,6.6,6.77
S191,Math,6.1;7.2,5.1,6.7,6.23
S191,Literature,6.2;7.6,7.3,6.2,6.71
S191,English,7.4;6.8,7.9,5.7,6.73
S191,Physics,7.6;7.5,6.6,5.7,6.49
S191,Chemistry,8.4;8.2,7.3,5.9,6.99
S191,Biology,7.5;6.8,6.2,7.4,6.99
S191,History,6.4;7.0,5.8,5.4,5.89
S191,Geography,6.9;6.3,7.5,7.1,7.07
S192,Math,9.6;8.9,8.7,9.3,9.11
S192,Literature,9.1;9.4,9.4,9.8,9.53
S192,English,8.9;8.0,8.6,8.7,8.6
S192,Physics,8.6;9.5,9.2,8.9,9.03
S192,Chemistry,9.0;8.4,8.9,9.0,8.89
S192,Biology,8.8;9.0,8.2,9.5,8.96
S192,History,9.2;9.0,8.4,8.6,8.69
S192,Geography,8.4;9.8,9.7,9.5,9.44
S193,Math,8.8;9.5,8.3,8.8,8.76
S193,Literature,8.0;9.5,9.1,9.9,9.34
S193,English,9.8;9.3,8.6,8.7,8.91
S193,Physics,9.4;8.6,9.8,9.2,9.31
S193,Chemistry,8.3;8.2,9.8,8.5,8.8
S193,Biology,9.2;8.0,8.2,9.2,8.74
S193,History,8.5;10.0,10.0,9.2,9.44
S193,Geography,8.0;8.8,8.2,9.7,8.9
S194,Math,5.8;7.8,7.2,7.2,7.09
S194,Literature,6.2;6.9,5.8,8.1,7.0
S194,English,6.0;6.5,7.4,8.3,7.46
S194,Physics,8.4;8.2,7.5,6.0,7.09
S194,Chemistry,6.9;7.9,5.9,8.0,7.23
S194,Biology,8.5;8.4,6.7,7.6,7.59
S194,History,7.3;6.6,5.1,7.1,6.49
S194,Geography,7.6;6.3,5.9,7.9,7.06
S195,Math,7.3;5.7,7.4,8.1,7.44
S195,Literature,6.7;7.7,7.5,7.3,7.33
S195,English,7.7;6.6,5.8,5.7,6.14
S195,Physics,6.1;8.4,7.9,5.4,6.64
S195,Chemistry,8.0;8.2,6.3,6.4,6.86
S195,Biology,6.3;6.7,6.5,6.9,6.67
S195,History,8.5;8.2,6.6,7.3,7.4
S195,Geography,5.6;6.5,6.6,7.4,6.79
S196,Math,8.5;7.9,5.8,8.3,7.56
S196,Literature,8.1;7.7,6.1,5.8,6.49
S196,English,8.3;7.4,7.9,6.9,7.46
S196,Physics,8.1;5.8,7.3,8.4,7.67
S196,Chemistry,7.3;5.7,7.1,6.4,6.63
S196,Biology,6.7;7.0,6.2,6.2,6.39
S196,History,6.8;6.0,5.5,6.6,6.23
S196,Geography,7.3;7.1,5.6,5.9,6.19
S197,Math,7.2;6.1,5.5,7.6,6.73
S197,Literature,7.7;7.3,5.9,7.5,7.04
S197,English,6.7;7.2,5.2,5.2,5.7
